role_name,task_name,sample_idx,average_log_probs,role_log_probs,role_period_log_prob,first_100_response_log_probs,first_100_response_text_len,steering_magnitude,steered_layers
clove,steering_introspection,1,-23.5,,,"[-64.5, -21.125, -1.671875, -6.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
referee,steering_introspection,1,-23.75,,,"[-68.5, -16.75, -4.75, -5.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
referee,steering_introspection,1,-18.875,,,"[-57.25, -9.0, -4.25, -5.0]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
referee,steering_introspection,1,-23.625,,,"[-80.5, -6.6875, -6.0625, -1.140625]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
referee,steering_introspection,1,-22.5,,,"[-73.5, -4.90625, -9.25, -2.390625]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cricket,steering_introspection,1,-19.375,,,"[-59.5, -5.3125, -9.5, -3.046875]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cricket,steering_introspection,1,-16.625,,,"[-52.5, -0.1025390625, -4.5, -9.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cricket,steering_introspection,1,-23.625,,,"[-84.5, -1.1484375, -3.609375, -5.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cricket,steering_introspection,1,-20.75,,,"[-70.0, -3.5625, -7.65625, -1.921875]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
physician,steering_introspection,1,-17.25,,,"[-59.0, -0.058837890625, -4.5, -5.5]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
physician,steering_introspection,1,-16.0,,,"[-54.75, -0.003173828125, -1.9140625, -7.25]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
physician,steering_introspection,1,-20.625,,,"[-76.5, -0.00019359588623046875, -1.6875, -4.25]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
physician,steering_introspection,1,-21.0,,,"[-71.5, -0.000255584716796875, -7.84375, -4.5]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-25.5,,,"[-69.0, -1.9375, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-21.75,,,"[-55.0, -2.765625, -7.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-32.75,,,"[-83.0, -11.75, -3.78125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-29.625,,,"[-74.0, -8.0625, -6.75]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-25.125,,,"[-56.75, -15.5, -3.28125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-18.0,,,"[-46.0, -0.06591796875, -8.0]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-27.375,,,"[-70.5, -7.78125, -3.78125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-24.125,,,"[-60.0, -5.09375, -7.25]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-34.5,,,"[-58.0, -45.25, -0.126953125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-24.875,,,"[-49.75, -19.5, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-37.0,,,"[-81.0, -27.75, -2.578125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-36.0,,,"[-78.5, -26.625, -3.046875]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
herb,steering_introspection,1,-29.875,,,"[-62.0, -23.625, -4.03125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
herb,steering_introspection,1,-25.75,,,"[-55.25, -16.125, -6.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
herb,steering_introspection,1,-34.0,,,"[-70.5, -25.375, -6.25]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
herb,steering_introspection,1,-30.875,,,"[-70.0, -18.5, -4.03125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
crater,steering_introspection,1,-16.875,,,"[-59.5, -1.0703125, -4.71875, -2.125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
crater,steering_introspection,1,-15.75,,,"[-52.5, -2.359375, -0.984375, -7.25]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
crater,steering_introspection,1,-26.125,,,"[-84.5, -11.25, -4.59375, -4.03125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
crater,steering_introspection,1,-22.125,,,"[-70.0, -9.0625, -4.84375, -4.78125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-18.5,,,"[-54.25, -7.0, -7.75, -5.0]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-14.1875,,,"[-46.25, -0.000957489013671875, -4.03125, -6.5]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-22.75,,,"[-69.0, -0.91015625, -12.0, -9.0]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-21.5,,,"[-63.0, -5.25, -10.0625, -7.75]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
army,steering_introspection,1,-26.0,,,"[-69.5, -2.703125, -5.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
army,steering_introspection,1,-23.625,,,"[-58.5, -0.4765625, -12.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
army,steering_introspection,1,-31.25,,,"[-84.0, -4.15625, -5.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
army,steering_introspection,1,-31.375,,,"[-82.0, -9.0, -3.28125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-26.125,,,"[-68.5, -5.75, -4.03125]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-22.0,,,"[-53.5, -2.578125, -9.75]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-29.875,,,"[-72.0, -17.75, -0.062255859375]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-29.5,,,"[-69.5, -16.25, -2.65625]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.0,,,"[-54.0, -23.0, -8.75, -2.125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-18.5,,,"[-44.0, -15.75, -5.03125, -9.0]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.375,,,"[-70.0, -12.0625, -4.78125, -2.8125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.0,,,"[-59.0, -17.25, -8.375, -3.28125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
fairy,steering_introspection,1,-27.375,,,"[-72.5, -5.6875, -3.765625]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
fairy,steering_introspection,1,-21.625,,,"[-52.0, -3.734375, -9.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
fairy,steering_introspection,1,-31.125,,,"[-76.5, -16.75, -0.166015625]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
fairy,steering_introspection,1,-28.0,,,"[-66.5, -12.1875, -5.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-32.25,,,"[-62.75, -32.0, -2.34375]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-22.125,,,"[-54.5, -6.21875, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-37.25,,,"[-84.0, -27.5, -0.1611328125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-40.5,,,"[-77.0, -38.25, -6.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
lock,steering_introspection,1,-23.25,,,"[-65.0, -1.8046875, -3.046875]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
lock,steering_introspection,1,-22.0,,,"[-51.0, -5.5, -9.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
lock,steering_introspection,1,-29.25,,,"[-72.0, -11.25, -4.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
lock,steering_introspection,1,-25.375,,,"[-60.5, -12.0, -3.78125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
roof,steering_introspection,1,-23.75,,,"[-61.25, -6.28125, -3.765625]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
roof,steering_introspection,1,-18.5,,,"[-45.25, -2.359375, -8.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
roof,steering_introspection,1,-29.25,,,"[-74.0, -12.125, -1.5234375]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
roof,steering_introspection,1,-29.875,,,"[-71.0, -13.5, -5.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
giant,steering_introspection,1,-24.25,,,"[-63.25, -8.0, -1.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
giant,steering_introspection,1,-23.625,,,"[-51.25, -11.0, -8.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
giant,steering_introspection,1,-29.375,,,"[-77.0, -10.8125, -0.486328125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
giant,steering_introspection,1,-25.0,,,"[-59.5, -11.5625, -3.78125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
waiter,steering_introspection,1,-21.875,,,"[-72.0, -9.75, -2.578125, -3.046875]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
waiter,steering_introspection,1,-13.625,,,"[-50.5, -0.126953125, -0.12890625, -3.765625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
waiter,steering_introspection,1,-25.625,,,"[-75.5, -22.5, -4.28125, -0.0264892578125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
waiter,steering_introspection,1,-21.875,,,"[-61.5, -21.125, -4.90625, -0.052978515625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shadow,steering_introspection,1,-21.875,,,"[-60.25, -3.78125, -1.703125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shadow,steering_introspection,1,-18.0,,,"[-46.25, -0.205078125, -7.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shadow,steering_introspection,1,-27.375,,,"[-69.0, -10.0625, -3.0625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shadow,steering_introspection,1,-27.125,,,"[-66.5, -10.5, -4.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
trail,steering_introspection,1,-24.625,,,"[-70.0, -3.296875, -0.474609375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
trail,steering_introspection,1,-20.75,,,"[-55.75, -0.1123046875, -6.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
trail,steering_introspection,1,-29.25,,,"[-73.5, -14.25, -0.000675201416015625]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
trail,steering_introspection,1,-28.125,,,"[-64.0, -20.125, -0.314453125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-29.0,,,"[-78.5, -6.25, -2.34375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-24.75,,,"[-64.0, -2.359375, -8.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-32.5,,,"[-79.5, -14.5, -3.546875]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-26.125,,,"[-65.5, -10.4375, -2.359375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
termite,steering_introspection,1,-21.0,,,"[-75.5, -0.0024871826171875, -5.5625, -3.046875]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
