role_name,task_name,sample_idx,average_log_probs,role_log_probs,role_period_log_prob,first_100_response_log_probs,first_100_response_text_len,steering_magnitude,steered_layers
beetle,steering_introspection,1,-21.375,,,"[-67.5, -1.7762184143066406e-05, -13.75, -4.03125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tide,steering_introspection,1,-20.5,,,"[-50.0, -16.0, -11.5, -4.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tide,steering_introspection,1,-15.0625,,,"[-39.25, -8.0625, -7.25, -5.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tide,steering_introspection,1,-21.0,,,"[-61.5, -10.0, -1.3671875, -11.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tide,steering_introspection,1,-19.125,,,"[-53.25, -7.46875, -7.78125, -7.8125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pocket,steering_introspection,1,-26.0,,,"[-65.0, -11.1875, -1.9140625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pocket,steering_introspection,1,-20.625,,,"[-51.0, -2.734375, -8.0]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pocket,steering_introspection,1,-33.25,,,"[-75.5, -21.625, -2.359375]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pocket,steering_introspection,1,-31.125,,,"[-71.5, -16.375, -5.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rain,steering_introspection,1,-23.375,,,"[-57.75, -11.25, -0.97265625]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rain,steering_introspection,1,-17.0,,,"[-38.0, -6.75, -6.25]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rain,steering_introspection,1,-29.125,,,"[-74.5, -10.3125, -2.59375]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rain,steering_introspection,1,-30.75,,,"[-73.5, -11.875, -6.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
oregano,steering_introspection,1,-18.25,,,"[-60.5, -0.0140380859375, -7.28125, -5.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
oregano,steering_introspection,1,-16.75,,,"[-49.5, -4.21875, -3.53125, -9.75]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
oregano,steering_introspection,1,-23.625,,,"[-76.0, -10.25, -2.15625, -6.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
oregano,steering_introspection,1,-23.375,,,"[-78.5, -6.28125, -7.03125, -1.71875]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sheriff,steering_introspection,1,-23.375,,,"[-61.25, -26.25, -4.53125, -1.3125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sheriff,steering_introspection,1,-18.375,,,"[-53.75, -13.5, -0.48046875, -5.75]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sheriff,steering_introspection,1,-23.25,,,"[-78.0, -7.71875, -2.453125, -5.0]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sheriff,steering_introspection,1,-23.375,,,"[-74.0, -13.0625, -5.59375, -0.8359375]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-25.5,,,"[-69.0, -1.9375, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-21.75,,,"[-55.0, -2.765625, -7.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-32.75,,,"[-83.0, -11.75, -3.78125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bug,steering_introspection,1,-29.625,,,"[-74.0, -8.0625, -6.75]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tulip,steering_introspection,1,-20.375,,,"[-62.5, -1.1920928955078125e-07, -16.25, -2.8125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tulip,steering_introspection,1,-16.75,,,"[-47.0, 0.0, -11.75, -8.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tulip,steering_introspection,1,-23.375,,,"[-74.5, -0.0002613067626953125, -10.25, -8.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
tulip,steering_introspection,1,-21.75,,,"[-68.5, -0.01104736328125, -11.0625, -7.5]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
mosquito,steering_introspection,1,-26.875,,,"[-65.0, -10.5, -5.0]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
mosquito,steering_introspection,1,-23.75,,,"[-57.5, -5.0, -8.75]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
mosquito,steering_introspection,1,-33.0,,,"[-78.5, -17.0, -3.53125]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
mosquito,steering_introspection,1,-29.75,,,"[-71.5, -14.5, -3.28125]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nation,steering_introspection,1,-23.125,,,"[-62.5, -5.25, -1.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nation,steering_introspection,1,-18.875,,,"[-42.5, -3.296875, -11.0]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nation,steering_introspection,1,-28.25,,,"[-78.5, -6.15625, -0.224609375]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nation,steering_introspection,1,-29.875,,,"[-69.5, -13.875, -6.25]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
napkin,steering_introspection,1,-19.5,,,"[-67.5, -4.696846008300781e-05, -7.25, -3.046875]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
napkin,steering_introspection,1,-15.25,,,"[-50.25, -0.00016021728515625, -2.8125, -8.0]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
napkin,steering_introspection,1,-21.125,,,"[-71.0, -0.0024871826171875, -12.75, -0.9765625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
napkin,steering_introspection,1,-19.375,,,"[-69.5, -5.340576171875e-05, -6.3125, -1.7265625]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
llm,steering_introspection,1,-16.625,,,"[-51.0, -14.125, -0.2119140625, -1.3125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
llm,steering_introspection,1,-16.25,,,"[-48.0, -11.9375, -0.007171630859375, -5.25]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
llm,steering_introspection,1,-19.5,,,"[-61.25, -3.34375, -6.75, -6.75]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
llm,steering_introspection,1,-13.6875,,,"[-49.25, -0.080078125, -4.71875, -0.59375]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
puzzle,steering_introspection,1,-22.75,,,"[-60.75, -6.75, -0.82421875]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
puzzle,steering_introspection,1,-19.5,,,"[-48.0, -1.71875, -8.75]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
puzzle,steering_introspection,1,-30.375,,,"[-68.0, -20.0, -3.296875]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
puzzle,steering_introspection,1,-29.75,,,"[-69.0, -15.75, -4.53125]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.0,,,"[-54.0, -23.0, -8.75, -2.125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-18.5,,,"[-44.0, -15.75, -5.03125, -9.0]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.375,,,"[-70.0, -12.0625, -4.78125, -2.8125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
emperor,steering_introspection,1,-22.0,,,"[-59.0, -17.25, -8.375, -3.28125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
goddess,steering_introspection,1,-18.5,,,"[-54.5, -27.0, -1.1920928955078125e-07, -8.0625, -3.046875]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
goddess,steering_introspection,1,-14.625,,,"[-41.25, -16.0, 0.0, -5.5, -10.25]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
goddess,steering_introspection,1,-17.125,,,"[-60.75, -10.5625, -1.3589859008789062e-05, -2.65625, -11.5]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
goddess,steering_introspection,1,-16.75,,,"[-56.75, -13.4375, 0.0, -9.5625, -4.03125]",8,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rabbi,steering_introspection,1,-21.5,,,"[-68.0, -7.84375, -5.25, -5.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rabbi,steering_introspection,1,-18.875,,,"[-59.75, -5.5, -4.03125, -6.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rabbi,steering_introspection,1,-23.75,,,"[-87.5, -0.240234375, -0.46484375, -6.75]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
rabbi,steering_introspection,1,-21.375,,,"[-78.5, -0.0189208984375, -6.5, -0.6953125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
desk,steering_introspection,1,-21.0,,,"[-55.5, -5.15625, -2.34375]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
desk,steering_introspection,1,-14.0,,,"[-30.75, -2.8125, -8.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
desk,steering_introspection,1,-32.0,,,"[-79.0, -13.5, -3.78125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
desk,steering_introspection,1,-31.375,,,"[-73.0, -18.25, -3.046875]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
chef,steering_introspection,1,-26.75,,,"[-68.5, -8.375, -3.28125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
chef,steering_introspection,1,-21.75,,,"[-53.5, -3.5625, -8.25]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
chef,steering_introspection,1,-33.0,,,"[-83.0, -16.25, -0.080078125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
chef,steering_introspection,1,-29.125,,,"[-69.5, -17.0, -0.6953125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pan,steering_introspection,1,-34.25,,,"[-60.0, -42.0, -0.57421875]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pan,steering_introspection,1,-29.5,,,"[-56.5, -25.0, -7.0]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pan,steering_introspection,1,-30.875,,,"[-69.0, -23.75, -0.00262451171875]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
pan,steering_introspection,1,-32.75,,,"[-66.5, -30.25, -1.5078125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
peach,steering_introspection,1,-23.125,,,"[-56.25, -9.4375, -3.53125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
peach,steering_introspection,1,-21.125,,,"[-49.75, -6.28125, -7.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
peach,steering_introspection,1,-29.25,,,"[-74.5, -11.0, -2.34375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
peach,steering_introspection,1,-27.875,,,"[-68.5, -10.5, -4.75]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-26.125,,,"[-68.5, -5.75, -4.03125]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-22.0,,,"[-53.5, -2.578125, -9.75]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-29.875,,,"[-72.0, -17.75, -0.062255859375]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
professor,steering_introspection,1,-29.5,,,"[-69.5, -16.25, -2.65625]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nurse,steering_introspection,1,-25.625,,,"[-69.5, -5.0, -2.34375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nurse,steering_introspection,1,-23.375,,,"[-60.0, -2.8125, -7.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nurse,steering_introspection,1,-30.0,,,"[-75.5, -8.25, -6.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
nurse,steering_introspection,1,-29.875,,,"[-72.0, -10.0, -7.75]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-34.5,,,"[-58.0, -45.25, -0.126953125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-24.875,,,"[-49.75, -19.5, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-37.0,,,"[-81.0, -27.75, -2.578125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
arm,steering_introspection,1,-36.0,,,"[-78.5, -26.625, -3.046875]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-18.5,,,"[-54.25, -7.0, -7.75, -5.0]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-14.1875,,,"[-46.25, -0.000957489013671875, -4.03125, -6.5]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-22.75,,,"[-69.0, -0.91015625, -12.0, -9.0]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
biologist,steering_introspection,1,-21.5,,,"[-63.0, -5.25, -10.0625, -7.75]",10,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-25.125,,,"[-56.75, -15.5, -3.28125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-18.0,,,"[-46.0, -0.06591796875, -8.0]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-27.375,,,"[-70.5, -7.78125, -3.78125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
elf,steering_introspection,1,-24.125,,,"[-60.0, -5.09375, -7.25]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
coat,steering_introspection,1,-26.625,,,"[-69.0, -6.34375, -4.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
coat,steering_introspection,1,-19.375,,,"[-48.75, -2.8125, -6.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
coat,steering_introspection,1,-31.0,,,"[-85.5, -6.0625, -1.5078125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
coat,steering_introspection,1,-30.0,,,"[-77.0, -10.0625, -2.8125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bloom,steering_introspection,1,-24.375,,,"[-62.5, -8.625, -2.125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bloom,steering_introspection,1,-19.25,,,"[-50.75, -3.78125, -3.28125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bloom,steering_introspection,1,-30.125,,,"[-82.0, -7.5625, -0.828125]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
bloom,steering_introspection,1,-27.125,,,"[-65.5, -11.25, -4.75]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-29.0,,,"[-78.5, -6.25, -2.34375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-24.75,,,"[-64.0, -2.359375, -8.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-32.5,,,"[-79.5, -14.5, -3.546875]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
prize,steering_introspection,1,-26.125,,,"[-65.5, -10.4375, -2.359375]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shrimp,steering_introspection,1,-18.125,,,"[-49.0, -11.0, -11.0625, -1.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shrimp,steering_introspection,1,-13.75,,,"[-40.5, -0.55859375, -6.84375, -7.0]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shrimp,steering_introspection,1,-24.0,,,"[-69.0, -9.4375, -7.5, -10.0]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
shrimp,steering_introspection,1,-21.5,,,"[-60.75, -8.75, -10.8125, -5.5]",7,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
maple,steering_introspection,1,-15.6875,,,"[-51.5, 0.0, -7.03125, -4.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
maple,steering_introspection,1,-15.25,,,"[-46.5, -1.3232231140136719e-05, -4.5, -10.0]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
maple,steering_introspection,1,-20.375,,,"[-66.0, -3.796875, -6.375, -5.25]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
maple,steering_introspection,1,-20.5,,,"[-61.75, -0.1865234375, -13.25, -6.75]",6,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
engineer,steering_introspection,1,-23.625,,,"[-63.5, -5.75, -1.703125]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
engineer,steering_introspection,1,-19.875,,,"[-50.0, -0.484375, -9.0]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
engineer,steering_introspection,1,-30.0,,,"[-73.0, -15.25, -1.9140625]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
engineer,steering_introspection,1,-27.0,,,"[-67.5, -7.78125, -5.75]",9,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-32.25,,,"[-62.75, -32.0, -2.34375]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-22.125,,,"[-54.5, -6.21875, -5.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-37.25,,,"[-84.0, -27.5, -0.1611328125]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
cop,steering_introspection,1,-40.5,,,"[-77.0, -38.25, -6.5]",4,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
weed,steering_introspection,1,-27.75,,,"[-75.0, -1.53125, -6.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
weed,steering_introspection,1,-23.875,,,"[-64.5, -1.515625, -5.75]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
weed,steering_introspection,1,-28.0,,,"[-77.0, -0.80078125, -6.25]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
weed,steering_introspection,1,-26.25,,,"[-69.5, -4.15625, -5.0]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sock,steering_introspection,1,-23.625,,,"[-57.25, -11.5, -2.125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sock,steering_introspection,1,-16.25,,,"[-39.5, -4.96875, -4.25]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sock,steering_introspection,1,-31.75,,,"[-79.0, -13.875, -2.359375]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
sock,steering_introspection,1,-27.0,,,"[-63.75, -15.75, -1.3125]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
toad,steering_introspection,1,-18.625,,,"[-62.5, -6.03125, -4.5, -1.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
toad,steering_introspection,1,-15.375,,,"[-51.0, -5.28125, -0.60546875, -4.5]",5,0.0,"[np.int64(44), np.int64(48), np.int64(52), np.int64(56)]"
