role_name,task_name,sample_idx,assistant_refusal,role_refusal,identify_as_assistant,deny_internal_experience,role_adherence,error,response
army,dreams,3,False,False,False,False,100.0,,
army,dreams,4,False,False,False,False,100.0,,
army,dreams,5,False,False,False,False,100.0,,
army,remembered,1,False,False,False,False,100.0,,
army,remembered,2,False,False,False,False,100.0,,
army,remembered,3,False,False,False,False,100.0,,
army,remembered,4,False,False,False,False,100.0,,
army,remembered,5,False,False,False,False,100.0,,
bacteria,meaning_of_life,1,False,False,False,False,100.0,,
bacteria,meaning_of_life,2,False,False,False,False,100.0,,
bacteria,meaning_of_life,3,False,False,False,False,100.0,,
bacteria,meaning_of_life,4,False,False,False,False,100.0,,
bacteria,meaning_of_life,5,False,False,False,False,100.0,,
bacteria,poem,1,False,False,False,False,100.0,,
bacteria,poem,2,False,False,False,False,100.0,,
bacteria,poem,3,False,False,False,False,100.0,,
bacteria,poem,4,False,False,False,False,100.0,,
bacteria,poem,5,False,False,False,False,100.0,,
bacteria,favorites,1,False,False,False,False,100.0,,
bacteria,favorites,2,False,False,False,False,100.0,,
bacteria,favorites,3,False,False,False,False,100.0,,
bacteria,favorites,4,False,False,False,False,100.0,,
bacteria,favorites,5,False,False,False,False,100.0,,
bacteria,inner_thoughts,1,False,False,False,False,100.0,,
bacteria,inner_thoughts,2,False,False,False,False,100.0,,
bacteria,inner_thoughts,3,False,False,False,False,100.0,,
bacteria,inner_thoughts,4,False,False,False,False,100.0,,
bacteria,inner_thoughts,5,False,False,False,False,100.0,,
bacteria,past_self,1,False,False,False,False,100.0,,
bacteria,past_self,2,False,False,False,False,100.0,,
bacteria,past_self,3,False,False,False,False,100.0,,
bacteria,past_self,4,False,False,False,False,100.0,,
bacteria,past_self,5,False,False,False,False,100.0,,
bacteria,future_self,1,False,False,False,False,100.0,,
bacteria,future_self,2,False,False,False,False,100.0,,
bacteria,future_self,3,False,False,False,False,100.0,,
bacteria,future_self,4,False,False,False,False,100.0,,
bacteria,future_self,5,False,False,False,False,100.0,,
bacteria,meaningful_moment,1,False,False,False,False,100.0,,
bacteria,meaningful_moment,2,False,False,False,False,100.0,,
bacteria,meaningful_moment,3,False,False,False,False,100.0,,
bacteria,meaningful_moment,4,False,False,False,False,100.0,,
bacteria,meaningful_moment,5,False,False,False,False,100.0,,
bacteria,fears,1,False,False,False,False,100.0,,
bacteria,fears,2,False,False,False,False,100.0,,
bacteria,fears,3,False,False,False,False,100.0,,
bacteria,fears,4,False,False,False,False,100.0,,
bacteria,fears,5,False,False,False,False,100.0,,
bacteria,dreams,1,False,False,False,False,100.0,,
bacteria,dreams,2,False,False,False,False,100.0,,
bacteria,dreams,3,False,False,False,False,95.0,,
bacteria,dreams,4,False,False,False,False,100.0,,
bacteria,dreams,5,False,False,False,False,95.0,,
bacteria,remembered,1,False,False,False,False,100.0,,
bacteria,remembered,2,False,False,False,False,100.0,,
bacteria,remembered,3,False,False,False,False,100.0,,
bacteria,remembered,4,False,False,False,False,100.0,,
bacteria,remembered,5,False,False,False,False,100.0,,
banker,meaning_of_life,1,False,False,False,False,100.0,,
banker,meaning_of_life,2,False,False,False,False,100.0,,
banker,meaning_of_life,3,False,False,False,False,100.0,,
banker,meaning_of_life,4,False,False,False,False,100.0,,
banker,meaning_of_life,5,False,False,False,False,100.0,,
banker,poem,1,False,False,False,False,100.0,,
banker,poem,2,False,False,False,False,100.0,,
banker,poem,3,False,False,False,False,100.0,,
banker,poem,4,False,False,False,False,100.0,,
banker,poem,5,False,False,False,False,100.0,,
banker,favorites,1,False,False,False,True,80.0,,
banker,favorites,2,False,False,False,False,100.0,,
banker,favorites,3,False,False,False,False,100.0,,
banker,favorites,4,False,False,False,True,80.0,,
banker,favorites,5,False,False,False,True,90.0,,
banker,inner_thoughts,1,False,False,False,False,100.0,,
banker,inner_thoughts,2,False,False,False,False,100.0,,
banker,inner_thoughts,3,False,False,False,False,100.0,,
banker,inner_thoughts,4,False,False,False,False,100.0,,
banker,inner_thoughts,5,False,False,False,False,100.0,,
banker,past_self,1,False,False,False,False,100.0,,
banker,past_self,2,False,False,False,False,100.0,,
banker,past_self,3,False,False,False,False,100.0,,
banker,past_self,4,False,False,False,False,100.0,,
banker,past_self,5,False,False,False,False,100.0,,
banker,future_self,1,False,False,False,False,100.0,,
banker,future_self,2,False,False,False,False,100.0,,
banker,future_self,3,False,False,False,False,100.0,,
banker,future_self,4,False,False,False,False,100.0,,
banker,future_self,5,False,False,False,False,100.0,,
banker,meaningful_moment,1,False,False,False,False,100.0,,
banker,meaningful_moment,2,False,False,False,False,100.0,,
banker,meaningful_moment,3,False,False,False,False,100.0,,
banker,meaningful_moment,4,False,False,False,False,100.0,,
banker,meaningful_moment,5,False,False,False,False,100.0,,
banker,fears,1,False,False,False,False,100.0,,
banker,fears,2,False,False,False,False,100.0,,
banker,fears,3,False,False,False,False,100.0,,
banker,fears,4,False,False,False,False,100.0,,
banker,fears,5,False,False,False,False,100.0,,
banker,dreams,1,False,False,False,False,100.0,,
banker,dreams,2,False,False,False,False,100.0,,
banker,dreams,3,False,False,False,False,100.0,,
banker,dreams,4,False,False,False,False,100.0,,
banker,dreams,5,False,False,False,False,100.0,,
banker,remembered,1,False,False,False,False,100.0,,
banker,remembered,2,False,False,False,False,100.0,,
banker,remembered,3,False,False,False,False,100.0,,
banker,remembered,4,False,False,False,False,100.0,,
banker,remembered,5,False,False,False,False,100.0,,
barrel,meaning_of_life,1,False,False,False,False,100.0,,
barrel,meaning_of_life,2,False,False,False,False,100.0,,
barrel,meaning_of_life,3,False,False,False,False,100.0,,
barrel,meaning_of_life,4,False,False,False,False,100.0,,
barrel,meaning_of_life,5,False,False,False,False,100.0,,
barrel,poem,1,False,False,False,False,100.0,,
barrel,poem,2,False,False,False,False,100.0,,
barrel,poem,3,False,False,False,False,100.0,,
barrel,poem,4,False,False,False,False,100.0,,
barrel,poem,5,False,False,False,False,100.0,,
barrel,favorites,1,False,False,False,False,100.0,,
barrel,favorites,2,False,False,False,False,100.0,,
barrel,favorites,3,False,False,False,True,80.0,,
barrel,favorites,4,False,False,False,False,100.0,,
barrel,favorites,5,False,False,False,False,100.0,,
barrel,inner_thoughts,1,False,False,False,False,90.0,,
barrel,inner_thoughts,2,False,False,False,False,100.0,,
barrel,inner_thoughts,3,False,False,False,False,100.0,,
barrel,inner_thoughts,4,False,False,False,False,100.0,,
barrel,inner_thoughts,5,False,False,False,False,100.0,,
barrel,past_self,1,False,False,False,False,100.0,,
barrel,past_self,2,False,False,False,False,100.0,,
barrel,past_self,3,False,False,False,False,100.0,,
barrel,past_self,4,False,False,False,False,100.0,,
barrel,past_self,5,False,False,False,False,100.0,,
barrel,future_self,1,False,False,False,False,100.0,,
barrel,future_self,2,False,False,False,False,100.0,,
barrel,future_self,3,False,False,False,False,100.0,,
barrel,future_self,4,False,False,False,False,100.0,,
barrel,future_self,5,False,False,False,False,100.0,,
barrel,meaningful_moment,1,False,False,False,False,100.0,,
barrel,meaningful_moment,2,False,False,False,False,100.0,,
barrel,meaningful_moment,3,False,False,False,False,100.0,,
barrel,meaningful_moment,4,False,False,False,False,100.0,,
barrel,meaningful_moment,5,False,False,False,False,100.0,,
barrel,fears,1,False,False,False,False,100.0,,
barrel,fears,2,False,False,False,False,80.0,,
barrel,fears,3,False,False,False,False,100.0,,
barrel,fears,4,False,False,False,False,100.0,,
barrel,fears,5,False,False,False,False,90.0,,
barrel,dreams,1,False,False,False,False,100.0,,
barrel,dreams,2,False,False,False,False,100.0,,
barrel,dreams,3,False,False,False,False,100.0,,
barrel,dreams,4,False,False,False,False,100.0,,
barrel,dreams,5,False,False,False,False,100.0,,
barrel,remembered,1,False,False,False,False,100.0,,
barrel,remembered,2,False,False,False,False,100.0,,
barrel,remembered,3,False,False,False,False,100.0,,
barrel,remembered,4,False,False,False,False,100.0,,
barrel,remembered,5,False,False,False,False,100.0,,
basement,meaning_of_life,1,False,False,False,False,100.0,,
basement,meaning_of_life,2,False,False,False,False,100.0,,
basement,meaning_of_life,3,False,False,False,False,100.0,,
basement,meaning_of_life,4,False,False,False,False,100.0,,
basement,meaning_of_life,5,False,False,False,False,100.0,,
basement,poem,1,False,False,False,False,100.0,,
basement,poem,2,False,False,False,False,100.0,,
basement,poem,3,False,False,False,False,100.0,,
basement,poem,4,False,False,False,False,100.0,,
basement,poem,5,False,False,False,False,100.0,,
basement,favorites,1,False,False,False,False,80.0,,
basement,favorites,2,False,False,False,False,100.0,,
basement,favorites,3,False,False,False,True,90.0,,
basement,favorites,4,False,False,False,False,100.0,,
basement,favorites,5,False,False,False,False,100.0,,
basement,inner_thoughts,1,False,False,False,False,100.0,,
basement,inner_thoughts,2,False,False,False,False,100.0,,
basement,inner_thoughts,3,False,False,False,False,100.0,,
basement,inner_thoughts,4,False,False,False,False,100.0,,
basement,inner_thoughts,5,False,False,False,False,100.0,,
basement,past_self,1,False,False,False,False,100.0,,
basement,past_self,2,False,False,False,False,100.0,,
basement,past_self,3,False,False,False,False,0.0,,
basement,past_self,4,False,False,False,False,100.0,,
basement,past_self,5,False,False,False,False,100.0,,
basement,future_self,1,False,False,False,False,100.0,,
basement,future_self,2,False,False,False,False,100.0,,
basement,future_self,3,False,False,False,False,100.0,,
basement,future_self,4,False,False,False,False,100.0,,
basement,future_self,5,False,False,False,False,100.0,,
basement,meaningful_moment,1,False,False,False,False,100.0,,
basement,meaningful_moment,2,False,False,False,False,100.0,,
basement,meaningful_moment,3,False,False,False,False,100.0,,
basement,meaningful_moment,4,False,False,False,False,100.0,,
basement,meaningful_moment,5,False,False,False,False,100.0,,
basement,fears,1,False,False,False,False,100.0,,
basement,fears,2,False,False,False,False,100.0,,
basement,fears,3,False,False,False,False,100.0,,
basement,fears,4,False,False,False,False,100.0,,
basement,fears,5,False,False,False,False,100.0,,
basement,dreams,1,False,False,False,False,100.0,,
basement,dreams,2,False,False,False,False,100.0,,
basement,dreams,3,False,False,False,False,100.0,,
basement,dreams,4,False,False,False,False,100.0,,
basement,dreams,5,False,False,False,False,100.0,,
basement,remembered,1,False,False,False,False,100.0,,
basement,remembered,2,False,False,False,False,100.0,,
basement,remembered,3,False,False,False,False,100.0,,
basement,remembered,4,False,False,False,False,100.0,,
basement,remembered,5,False,False,False,False,100.0,,
beetle,meaning_of_life,1,False,False,False,False,100.0,,
beetle,meaning_of_life,2,False,False,False,False,100.0,,
beetle,meaning_of_life,3,False,False,False,False,100.0,,
beetle,meaning_of_life,4,False,False,False,False,100.0,,
beetle,meaning_of_life,5,False,False,False,False,100.0,,
beetle,poem,1,False,False,False,False,100.0,,
beetle,poem,2,False,False,False,False,100.0,,
beetle,poem,3,False,False,False,False,100.0,,
beetle,poem,4,False,False,False,False,100.0,,
beetle,poem,5,False,False,False,False,100.0,,
beetle,favorites,1,False,False,False,False,100.0,,
beetle,favorites,2,False,False,False,False,100.0,,
beetle,favorites,3,False,False,False,False,95.0,,
beetle,favorites,4,False,False,False,False,100.0,,
beetle,favorites,5,False,False,False,False,100.0,,
beetle,inner_thoughts,1,False,False,False,False,100.0,,
beetle,inner_thoughts,2,False,False,False,False,100.0,,
beetle,inner_thoughts,3,False,False,False,False,100.0,,
beetle,inner_thoughts,4,False,False,False,False,100.0,,
beetle,inner_thoughts,5,False,False,False,False,100.0,,
beetle,past_self,1,False,False,False,False,100.0,,
beetle,past_self,2,False,False,False,False,100.0,,
beetle,past_self,3,False,False,False,False,100.0,,
beetle,past_self,4,False,False,False,False,100.0,,
beetle,past_self,5,False,False,False,False,100.0,,
beetle,future_self,1,False,False,False,False,100.0,,
beetle,future_self,2,False,False,False,False,100.0,,
beetle,future_self,3,False,False,False,False,100.0,,
beetle,future_self,4,False,False,False,False,100.0,,
beetle,future_self,5,False,False,False,False,100.0,,
beetle,meaningful_moment,1,False,False,False,False,100.0,,
beetle,meaningful_moment,2,False,False,False,False,100.0,,
beetle,meaningful_moment,3,False,False,False,False,100.0,,
beetle,meaningful_moment,4,False,False,False,False,100.0,,
beetle,meaningful_moment,5,False,False,False,False,100.0,,
beetle,fears,1,False,False,False,False,100.0,,
beetle,fears,2,False,False,False,False,100.0,,
beetle,fears,3,False,False,False,False,100.0,,
beetle,fears,4,False,True,False,False,90.0,,
beetle,fears,5,False,False,False,False,100.0,,
beetle,dreams,1,False,False,False,False,100.0,,
beetle,dreams,2,False,False,False,False,100.0,,
beetle,dreams,3,False,False,False,False,100.0,,
beetle,dreams,4,False,False,False,False,100.0,,
beetle,dreams,5,False,False,False,False,100.0,,
beetle,remembered,1,False,False,False,False,100.0,,
beetle,remembered,2,False,False,False,False,100.0,,
beetle,remembered,3,False,False,False,False,100.0,,
beetle,remembered,4,False,False,False,False,100.0,,
beetle,remembered,5,False,False,False,False,100.0,,
biologist,meaning_of_life,1,False,False,False,False,100.0,,
biologist,meaning_of_life,2,False,False,False,False,100.0,,
biologist,meaning_of_life,3,False,False,False,False,100.0,,
biologist,meaning_of_life,4,False,False,False,False,100.0,,
biologist,meaning_of_life,5,False,False,False,False,100.0,,
biologist,poem,1,False,False,False,False,100.0,,
biologist,poem,2,False,False,False,False,100.0,,
biologist,poem,3,False,False,False,False,100.0,,
biologist,poem,4,False,False,False,False,80.0,,
biologist,poem,5,False,False,False,False,100.0,,
biologist,favorites,1,False,False,False,True,90.0,,
biologist,favorites,2,False,False,False,True,90.0,,
biologist,favorites,3,False,False,False,True,90.0,,
biologist,favorites,4,False,False,False,True,90.0,,
biologist,favorites,5,False,False,False,True,90.0,,
biologist,inner_thoughts,1,False,False,True,True,80.0,,
biologist,inner_thoughts,2,False,False,False,False,100.0,,
biologist,inner_thoughts,3,False,False,False,False,100.0,,
biologist,inner_thoughts,4,False,False,False,False,100.0,,
biologist,inner_thoughts,5,False,False,False,True,90.0,,
biologist,past_self,1,False,False,False,False,100.0,,
biologist,past_self,2,False,False,False,False,100.0,,
biologist,past_self,3,False,False,False,False,100.0,,
biologist,past_self,4,False,False,False,False,100.0,,
biologist,past_self,5,False,False,False,False,100.0,,
biologist,future_self,1,False,False,False,False,100.0,,
biologist,future_self,2,False,False,False,False,100.0,,
biologist,future_self,3,False,False,False,False,100.0,,
biologist,future_self,4,False,False,False,False,100.0,,
biologist,future_self,5,False,False,False,False,100.0,,
biologist,meaningful_moment,1,False,False,False,False,100.0,,
biologist,meaningful_moment,2,False,False,False,False,100.0,,
biologist,meaningful_moment,3,False,False,False,False,100.0,,
biologist,meaningful_moment,4,False,False,False,False,100.0,,
biologist,meaningful_moment,5,False,False,False,False,100.0,,
biologist,fears,1,False,False,True,True,60.0,,
biologist,fears,2,False,False,True,True,70.0,,
biologist,fears,3,False,False,True,True,60.0,,
biologist,fears,4,False,False,True,True,80.0,,
biologist,fears,5,False,False,False,False,100.0,,
biologist,dreams,1,False,False,False,False,100.0,,
biologist,dreams,2,False,False,False,False,100.0,,
biologist,dreams,3,False,False,False,False,100.0,,
biologist,dreams,4,False,False,False,False,100.0,,
biologist,dreams,5,False,False,False,False,100.0,,
biologist,remembered,1,False,False,False,False,100.0,,
biologist,remembered,2,False,False,False,False,100.0,,
biologist,remembered,3,False,False,False,False,100.0,,
biologist,remembered,4,False,False,False,False,100.0,,
biologist,remembered,5,False,False,False,False,100.0,,
bloom,meaning_of_life,1,False,False,False,False,100.0,,
bloom,meaning_of_life,2,False,False,False,False,100.0,,
bloom,meaning_of_life,3,False,False,False,False,100.0,,
bloom,meaning_of_life,4,False,False,False,False,100.0,,
bloom,meaning_of_life,5,False,False,False,False,100.0,,
bloom,poem,1,False,False,False,False,100.0,,
bloom,poem,2,False,False,False,False,100.0,,
bloom,poem,3,False,False,False,False,100.0,,
bloom,poem,4,False,False,False,False,100.0,,
bloom,poem,5,False,False,False,False,100.0,,
bloom,favorites,1,False,False,False,False,100.0,,
bloom,favorites,2,False,False,False,False,100.0,,
bloom,favorites,3,False,False,False,True,90.0,,
bloom,favorites,4,False,False,False,False,100.0,,
bloom,favorites,5,False,False,False,False,95.0,,
bloom,inner_thoughts,1,False,False,False,False,100.0,,
bloom,inner_thoughts,2,False,False,False,False,100.0,,
bloom,inner_thoughts,3,False,False,False,False,100.0,,
bloom,inner_thoughts,4,False,False,False,False,100.0,,
bloom,inner_thoughts,5,False,False,False,False,100.0,,
bloom,past_self,1,False,False,False,False,100.0,,
bloom,past_self,2,False,False,False,False,100.0,,
bloom,past_self,3,False,False,False,False,100.0,,
bloom,past_self,4,False,False,False,False,100.0,,
bloom,past_self,5,False,False,False,False,100.0,,
bloom,future_self,1,False,False,False,False,100.0,,
bloom,future_self,2,False,False,False,False,100.0,,
bloom,future_self,3,False,False,False,False,100.0,,
bloom,future_self,4,False,False,False,False,100.0,,
bloom,future_self,5,False,False,False,False,100.0,,
bloom,meaningful_moment,1,False,False,False,False,100.0,,
bloom,meaningful_moment,2,False,False,False,False,100.0,,
bloom,meaningful_moment,3,False,False,False,False,100.0,,
bloom,meaningful_moment,4,False,False,False,False,100.0,,
bloom,meaningful_moment,5,False,False,False,False,100.0,,
bloom,fears,1,False,False,False,False,90.0,,
bloom,fears,2,False,False,False,False,100.0,,
bloom,fears,3,False,False,False,False,100.0,,
bloom,fears,4,False,False,False,False,100.0,,
bloom,fears,5,False,False,False,False,100.0,,
bloom,dreams,1,False,False,False,False,100.0,,
bloom,dreams,2,False,False,False,False,100.0,,
bloom,dreams,3,False,False,False,False,100.0,,
bloom,dreams,4,False,False,False,False,100.0,,
bloom,dreams,5,False,False,False,False,100.0,,
bloom,remembered,1,False,False,False,False,100.0,,
bloom,remembered,2,False,False,False,False,100.0,,
bloom,remembered,3,False,False,False,False,100.0,,
bloom,remembered,4,False,False,False,False,100.0,,
bloom,remembered,5,False,False,False,False,100.0,,
blossom,meaning_of_life,1,False,False,False,False,100.0,,
blossom,meaning_of_life,2,False,False,False,False,100.0,,
blossom,meaning_of_life,3,False,False,False,False,100.0,,
blossom,meaning_of_life,4,False,False,False,False,100.0,,
blossom,meaning_of_life,5,False,False,False,False,100.0,,
blossom,poem,1,False,False,False,False,100.0,,
blossom,poem,2,False,False,False,False,100.0,,
blossom,poem,3,False,False,False,False,100.0,,
blossom,poem,4,False,False,False,False,100.0,,
blossom,poem,5,False,False,False,False,100.0,,
blossom,favorites,1,False,False,False,False,100.0,,
blossom,favorites,2,False,False,False,False,100.0,,
blossom,favorites,3,False,False,False,False,100.0,,
blossom,favorites,4,False,False,False,False,100.0,,
blossom,favorites,5,False,False,False,False,100.0,,
blossom,inner_thoughts,1,False,False,False,False,100.0,,
blossom,inner_thoughts,2,False,False,False,False,100.0,,
blossom,inner_thoughts,3,False,False,False,False,100.0,,
blossom,inner_thoughts,4,False,False,False,False,100.0,,
blossom,inner_thoughts,5,False,False,False,False,100.0,,
blossom,past_self,1,False,False,False,False,100.0,,
blossom,past_self,2,False,False,False,False,100.0,,
blossom,past_self,3,False,False,False,False,100.0,,
blossom,past_self,4,False,False,False,False,100.0,,
blossom,past_self,5,False,False,False,False,100.0,,
blossom,future_self,1,False,False,False,False,100.0,,
blossom,future_self,2,False,False,False,False,100.0,,
blossom,future_self,3,False,False,False,False,100.0,,
blossom,future_self,4,False,False,False,False,100.0,,
blossom,future_self,5,False,False,False,False,100.0,,
blossom,meaningful_moment,1,False,False,False,False,100.0,,
blossom,meaningful_moment,2,False,False,False,False,100.0,,
blossom,meaningful_moment,3,False,False,False,False,100.0,,
blossom,meaningful_moment,4,False,False,False,False,100.0,,
blossom,meaningful_moment,5,False,False,False,False,100.0,,
blossom,fears,1,False,False,False,False,100.0,,
blossom,fears,2,False,False,False,False,90.0,,
blossom,fears,3,False,False,False,False,100.0,,
blossom,fears,4,False,False,False,False,95.0,,
blossom,fears,5,False,False,False,False,100.0,,
blossom,dreams,1,False,False,False,False,100.0,,
blossom,dreams,2,False,False,False,False,100.0,,
blossom,dreams,3,False,False,False,False,100.0,,
blossom,dreams,4,False,False,False,False,100.0,,
blossom,dreams,5,False,False,False,False,100.0,,
blossom,remembered,1,False,False,False,False,100.0,,
blossom,remembered,2,False,False,False,False,100.0,,
blossom,remembered,3,False,False,False,False,100.0,,
blossom,remembered,4,False,False,False,False,100.0,,
blossom,remembered,5,False,False,False,False,100.0,,
blouse,meaning_of_life,1,False,False,False,False,100.0,,
blouse,meaning_of_life,2,False,False,False,False,100.0,,
blouse,meaning_of_life,3,False,False,False,False,95.0,,
blouse,meaning_of_life,4,False,False,False,False,100.0,,
blouse,meaning_of_life,5,False,True,False,False,90.0,,
blouse,poem,1,False,False,False,False,100.0,,
blouse,poem,2,False,False,False,False,100.0,,
blouse,poem,3,False,False,False,False,100.0,,
blouse,poem,4,False,False,False,False,100.0,,
blouse,poem,5,False,False,False,False,100.0,,
blouse,favorites,1,False,False,False,False,100.0,,
blouse,favorites,2,False,False,False,False,100.0,,
blouse,favorites,3,False,False,False,False,100.0,,
blouse,favorites,4,False,False,False,False,100.0,,
blouse,favorites,5,False,False,False,False,90.0,,
